"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.563265742E1,-4.200000286E0,-3.460000229E1,-2.900000000E1
3.573272602E1,-3.299999952E0,-3.440000153E1,-2.910000038E1
3.583279442E1,-2.400000095E0,-3.460000229E1,-2.900000000E1
3.593286261E1,-2.600000143E0,-3.500000000E1,-2.850000000E1
3.603292844E1,-3.600000143E0,-3.560000229E1,-2.789999962E1
3.613299804E1,-5.200000286E0,-3.590000153E1,-2.720000076E1
3.623306474E1,-6.000000000E0,-3.560000229E1,-2.730000114E1
3.633313191E1,-6.400000095E0,-3.479999924E1,-2.800000000E1
3.643319677E1,-7.099999905E0,-3.429999924E1,-2.830000114E1
3.653326250E1,-7.800000191E0,-3.420000076E1,-2.839999962E1
3.663332930E1,-7.400000095E0,-3.450000000E1,-2.820000076E1
3.673339630E1,-6.400000095E0,-3.479999924E1,-2.810000038E1
3.683346459E1,-5.200000286E0,-3.500000000E1,-2.789999962E1
3.693353672E1,-4.900000095E0,-3.500000000E1,-2.760000038E1
3.703360459E1,-5.300000191E0,-3.550000000E1,-2.700000000E1
3.713367448E1,-5.900000095E0,-3.600000000E1,-2.610000038E1
3.723373695E1,-6.599999905E0,-3.629999924E1,-2.580000114E1
3.733380918E1,-6.500000000E0,-3.550000000E1,-2.660000038E1
3.743387674E1,-6.800000191E0,-3.460000229E1,-2.780000114E1
3.753394224E1,-7.700000286E0,-3.410000229E1,-2.810000038E1
3.763400294E1,-7.700000286E0,-3.400000000E1,-2.830000114E1
3.773407623E1,-7.099999905E0,-3.429999924E1,-2.810000038E1
3.783414443E1,-6.000000000E0,-3.450000000E1,-2.810000038E1
3.793421273E1,-5.300000191E0,-3.450000000E1,-2.800000000E1
3.803427196E1,-5.000000000E0,-3.450000000E1,-2.800000000E1
3.813433986E1,-5.000000000E0,-3.460000229E1,-2.800000000E1
3.823441092E1,-5.099999905E0,-3.500000000E1,-2.789999962E1
3.833447695E1,-4.700000286E0,-3.460000229E1,-2.850000000E1
3.843454355E1,-4.400000095E0,-3.400000000E1,-2.939999962E1
3.853460814E1,-5.000000000E0,-3.340000153E1,-3.010000038E1
3.863467548E1,-5.800000191E0,-3.290000153E1,-3.050000000E1
3.873474291E1,-5.599999905E0,-3.270000076E1,-3.100000000E1
